entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6809783,CMA-DTE-SPI-089-2024 (Presentación de oferta),700676059,CO1.BDOS.6587072,INVENTARIO Y LOCALIZACIÓN DE LOS CORREDORES FÉRREOS LENGUAZAQUE - GÜEPSA (K117 - K239); PUERTO WILCHES - BUCARAMANGA (K000 - K118); ESPINAL - ILARCO (K190 - K248); EN LOS DEPARTAMENTOS DE CUNDINAMARCA,"INVENTARIO Y LOCALIZACIÓN DE LOS CORREDORES FÉRREOS LENGUAZAQUE - GÜEPSA (K117 - K239), PUERTO WILCHES - BUCARAMANGA (K000 - K118), ESPINAL - ILARCO (K190 - K248); EN LOS DEPARTAMENTOS DE CUNDINAMARCA, SANTANDER Y TOLIMA. ACTUALIZACIÓN, DIGITALIZACIÓN, GEORREFERENCIACIÓN DE INVENTARIOS FÉRREOS EXISTENTES Y ELABORACIÓN DEL MODELO DE INFORMACIÓN GEOGRÁFICA DEL CORREDOR FÉRREO DE LA NACIÓN",Presentación de oferta,2024-09-09,2024-09-09,2024-09-09,1149742300,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2024-09-17,2024-09-17,2024-09-17,Bogotá,Subdirección de Planificación de Infraestructura,0,0,78,0,9,0,0,9,0,Seleccionado,70,Si,CO1.AWD.2050139,728435041,No Definido,Bogotá,2024-10-09,1149742300,KAREN ASTRID BAQUERO LINDO,CONSORCIO INVENTARIOS FERREOS IP,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6693103'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6167423,CMA-DTE-SPI-022-2024  (Presentación de oferta),700676059,CO1.BDOS.5988868,INTERVENTORIA PARA LOS ESTUDIOS Y DISEÑOS PARA EL CORREDOR UBICADO EN LA RUTA 7008 OCAÑA - ALTO DEL POZO SECTOR PR 47 - PR 53; DERIVADOS DE LA EMERGENCIA POR LA AVALANCHA EN EL MUNICIPIO DE ABREGO DEP,"INTERVENTORIA PARA LOS ESTUDIOS Y DISEÑOS PARA EL CORREDOR UBICADO EN LA RUTA 7008 OCAÑA - ALTO DEL POZO SECTOR PR 47 - PR 53, DERIVADOS DE LA EMERGENCIA POR LA AVALANCHA EN EL MUNICIPIO DE ABREGO DEPARTAMENTO NORTE SANTANDER",Presentación de oferta,2024-04-30,2024-04-30,2024-04-30,279723780,Concurso de méritos abierto,Ley 1150 de 2007,6,Mes(es),2024-05-14,2024-05-14,2024-05-14,Bogotá,Subdirección de Planificación de Infraestructura,0,0,119,0,21,0,0,21,0,Seleccionado,70,Si,CO1.AWD.1938847,702187253,Distrito Capital de Bogotá,Bogotá,2024-06-07,279723780,Myriam Janneth Cadena Cruz,BRAIN INGENIERIA VIAL SAS,900779202,V1.81102200,Cerrado,Interventoría,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6059210'},700676059,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.6068660,IDU-ID-SGGC-PSP-695-DTC-2024,701946188,CO1.BDOS.5949795,CONTRATO DE PRESTACION DE SERVICIOS,"Prestar servicios profesionales especializados para el acompañamiento y seguimiento a los proyectos a cargo de la subdirección general de infraestructura, en los asuntos relacionados con la Secretaría Distrital de Movilidad.",Presentación de oferta,2024-04-11,2024-04-11,2024-04-11,38400000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,No Aplica,Dirección Técnica de Construcciones,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705466118,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,EDGAR RICARDO GOMEZ NIÑO,79508164,V1.81102200,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5966765'},701946188,Adjudicado
UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,900127032,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.1233533,CPS-160-2020_4,702318023,CO1.BDOS.1195450,PRESTACIÓN DE SERVICIOS PROFESIONALES,"PRESTAR SERVICIOS PROFESIONALES PARA EFECTUAR EL SEGUIMIENTO
DE LOS CONTRATOS Y/O PROCESOS QUE LLEVA ACABO LA GERENCIA DE
PRODUCCIÓN.",Presentación de oferta,2020-04-06,2020-04-06,2020-04-06,35706840,Contratación directa,Servicios profesionales y apoyo a la gestión,260,día(s),,,,Bogotá,PROCESO DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,702981168,Boyacá,Toca,,0,No Adjudicado,ELIANA CAYCEDO OCHOA,1049624327,V1.81102200,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1193956'},702318023,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.3469325,IDU-CMA-SGDU-009-2022 (Presentación de oferta),701946188,CO1.BDOS.3267151,Realizar la actualización; complementación y ajuste del inventario geométrico; así como el diagnóstico de los puentes vehiculares sobre cuerpos de agua de Bogotá D.C. (Presentación de oferta),"Realizar la actualización, complementación y ajuste del inventario geométrico, así como el diagnóstico de los puentes vehiculares sobre cuerpos de agua de Bogotá D.C.",Presentación de oferta,2022-10-10,2022-10-10,2022-10-10,2308533877,Concurso de méritos abierto,Ley 1150 de 2007,10,Mes(es),2022-10-24,2022-10-24,2022-10-24,Bogotá,Dirección Técnica de Inteligencia de Negocio e Innovación,0,0,74,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3386029'},701946188,Presentación de oferta
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.866928,711203133,No Definido,Bogotá,2020-11-27,15349572479,DTPS21,CONSORCIO INTER AVENIDAS,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.866928,711203133,No Definido,Bogotá,2020-11-27,15349572479,DTPS21,CONSORCIO INTER AVENIDAS,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6499653,IP-DT-CAS-007-2024,700676059,CO1.BDOS.6374981,CONTRATAR LOS SERVICIOS PARA EL LEVANTAMIENTO TOPOGRÁFICO DE LOS PROYECTOS DE LAS VÍAS REGIONALES EN EL MARCO DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL EN EL DEPARTAMENTO DE ARAUCA,CONTRATAR LOS SERVICIOS PARA EL LEVANTAMIENTO TOPOGRÁFICO DE LOS PROYECTOS DE LAS VÍAS REGIONALES EN EL MARCO DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL EN EL DEPARTAMENTO DE ARAUCA,Presentación de oferta,2024-07-10,2024-07-10,2024-07-10,85999999,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,2,Mes(es),2024-07-17,2024-07-17,2024-07-17,Yopal,Dirección Territorial Casanare,0,0,26,0,6,0,0,6,0,Seleccionado,70,Si,CO1.AWD.1987425,707429148,Cundinamarca,No Definido,2024-07-30,61060011,JUAN GABRIEL RODRIGUEZ SOLANO,AMV CONSULTORES SAS,901245617,V1.81102200,Cerrado,Consultoría,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6386202'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2460347,CMA-DO-SRT-180-2021 (Presentación de oferta),700676059,CO1.BDOS.2347852,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS; CH,"INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS, CHOCÓ, NARIÑO, TOLIMA Y VALLE DEL CAUCA - GRUPOS 1 AL 6",Presentación de oferta,2021-11-17,2021-11-17,2021-11-17,4369000000,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-11-26,2021-11-26,2021-12-22,Bogotá,Sudbirección Red Terciaria y Ferrea,0,0,272,0,136,0,0,138,6,Seleccionado,70,Si,CO1.AWD.1202418,707370128,No Definido,No Definido,2021-12-23,601962209,JUAN SEBASTIAN BUITRAGO NONSOQUE,CONSORCIO CEEF COLOMBIA RURAL,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2401346'},700676059,Adjudicado
AGENCIA NACIONAL DE SEGURIDAD VIAL,9008529985,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3211983,ANSV-COT-INFR-025-2022,703187666,CO1.BDOS.3126829,REALIZAR UN DIAGNÓSTICO DEL DESEMPEÑO DE LOS CASCOS PROTECTORES COMERCIALIZADOS EN COLOMBIA PARA USO EN MOTOCICLETAS; CON RELACIÓN A LA PROTECCIÓN OFRECIDA CONTRA LESIONES GRAVES Y FATALES EN SINIESTR,"REALIZAR UN DIAGNÓSTICO DEL DESEMPEÑO DE LOS CASCOS PROTECTORES COMERCIALIZADOS EN COLOMBIA PARA USO EN MOTOCICLETAS, CON RELACIÓN A LA PROTECCIÓN OFRECIDA CONTRA LESIONES GRAVES Y FATALES EN SINIESTROS VIALES",Presentación de oferta,2022-08-09,2022-08-09,2022-08-09,0,Solicitud de información a los Proveedores,No,10,Mes(es),2022-08-22,,2022-08-09,Bogotá,GRUPO DE GESTIÓN CONTRACTUAL,2194,0,7,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81102200,Abierto,No,No Definido,"V180141500, V181121500, V181131500, V181141900",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3128897'},703187666,Presentación de oferta
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2357607,CMA-DO-SRN-153-2021 (Presentación de oferta),700676059,CO1.BDOS.2260215,INTERVENTORIA PARA EL MANTENIMIENTO DE LAS CARRETERAS SAN GIL - GUANE; RUTAS 6402 Y 64ST08 Y SAN GIL -SANTA ROSITA; RUTAS 6403 Y 55BY11 (Presentación de oferta),"INTERVENTORIA PARA EL MANTENIMIENTO DE LAS CARRETERAS SAN GIL - GUANE, RUTAS 6402 Y 64ST08 Y SAN GIL -SANTA ROSITA, RUTAS 6403 Y 55BY11",Presentación de oferta,2021-10-05,2021-10-05,2021-10-05,260000000,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-10-15,2021-11-18,2021-11-18,Bogotá,Subdirección de la Red Nacional de Carreteras,0,0,204,0,98,0,0,98,0,Seleccionado,70,Si,CO1.AWD.1166940,715486742,No Definido,Bogotá,2021-11-18,259756764,YENNIFFER EDILMA PARRA MOCOSO,ut red nacional santander,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2297028'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.1994741,IP-DT-BOL-001-2021,700676059,CO1.BDOS.1941628,INTERVENTORIA MEJORAMIENTO DE LA CARRETERA LA BODEGA - MOMPOX; DPTO DE BOLÍVAR,"INTERVENTORIA MEJORAMIENTO DE LA CARRETERA LA BODEGA - MOMPOX, DPTO DE BOLÍVAR",Presentación de oferta,2021-04-27,2021-04-27,2021-04-27,69462680,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,2,Mes(es),2021-04-30,2021-04-30,2021-04-30,Cartagena,Dirección Territorial Bolívar,0,0,102,0,42,0,0,42,0,Seleccionado,70,Si,CO1.AWD.1011002,704318153,Bolívar,Cartagena,2021-05-11,43479000,Arnulfo Arias Sáenz,ZAIDA D. ORJUELA D.,52709618,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1939245'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2460347,CMA-DO-SRT-180-2021 (Presentación de oferta),700676059,CO1.BDOS.2347852,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS; CH,"INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS, CHOCÓ, NARIÑO, TOLIMA Y VALLE DEL CAUCA - GRUPOS 1 AL 6",Presentación de oferta,2021-11-17,2021-11-17,2021-11-17,4369000000,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-11-26,2021-11-26,2021-12-22,Bogotá,Sudbirección Red Terciaria y Ferrea,0,0,272,0,136,0,0,138,6,Seleccionado,70,Si,CO1.AWD.1202418,704062793,Valle del Cauca,No Definido,2021-12-23,209999762,JUAN SEBASTIAN BUITRAGO NONSOQUE,GEICOL SAS,800256897,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2401346'},700676059,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2460347,CMA-DO-SRT-180-2021 (Presentación de oferta),700676059,CO1.BDOS.2347852,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS; CH,"INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA EL MANTENIMIENTO Y MEJORAMIENTO DE VIAS TERCIARIAS DEL PROGRAMA  COLOMBIA RURAL  EN LOS MUNICIPIOS DE LOS DEPARTAMENTOS DE CALDAS, CHOCÓ, NARIÑO, TOLIMA Y VALLE DEL CAUCA - GRUPOS 1 AL 6",Presentación de oferta,2021-11-17,2021-11-17,2021-11-17,4369000000,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-11-26,2021-11-26,2021-12-22,Bogotá,Sudbirección Red Terciaria y Ferrea,0,0,272,0,136,0,0,138,6,Seleccionado,70,Si,CO1.AWD.1202418,714085057,No Definido,Floridablanca,2021-12-23,999980476,JUAN SEBASTIAN BUITRAGO NONSOQUE,consorcio vial srt,No Definido,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2401346'},700676059,Adjudicado
MINISTERIO DE TRANSPORTE*,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5157604,CM-024-2023 (Presentación de oferta),700612096,CO1.BDOS.4998947,CONSULTORÍA PARA LA TOMA DE INFORMACIÓN; PROCESAMIENTO Y DETERMINACIÓN DE LA DEMANDA INSATISFECHA DE LOS SERVICIOS PÚBLICOS DE TRANSPORTE TERRESTRE AUTOMOTOR DE PASAJEROS POR CARRETERA Y MIXTO (Presen,"CONSULTORÍA PARA LA TOMA DE INFORMACIÓN, PROCESAMIENTO Y DETERMINACIÓN DE LA DEMANDA INSATISFECHA DE LOS SERVICIOS PÚBLICOS DE TRANSPORTE TERRESTRE AUTOMOTOR DE PASAJEROS POR CARRETERA Y MIXTO",Presentación de oferta,2023-10-11,2023-10-11,2023-10-11,204983977,Concurso de méritos abierto,Ley 1150 de 2007,60,día(s),2023-10-19,2023-10-19,2023-10-19,Bogotá,Grupo Contratos,0,0,59,0,3,0,0,3,0,Seleccionado,70,Si,CO1.AWD.1750904,723645123,No Definido,Bogotá,2023-11-02,204983977,URIEL LEONARDO VALDERRAMA LOPEZ,CONSORCIO DEMANDA TP 2023,NA,V1.81102200,Cerrado,Consultoría,No Definido,"V180101600, V180131500, V181101500",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5056642'},700612096,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2445624,CMA-DO-SRT-174-2021 (Presentación de oferta),700676059,CO1.BDOS.2341335,INTERVENTORIA TECNICA; ADMINISTRATIVA; FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE AL CORREGIMIENTO DE POPORTIN EN EL MUNICPIO DE URIBIA; DEPARTAMENTO DE LA GUAJIRA (Presentación,"INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA EL MEJORAMIENTO DE LA VÍA QUE CONDUCE AL CORREGIMIENTO DE POPORTIN EN EL MUNICPIO DE URIBIA, DEPARTAMENTO DE LA GUAJIRA",Presentación de oferta,2021-11-11,2021-11-11,2021-11-11,2250000000,Concurso de méritos abierto,Ley 1150 de 2007,0,Mes(es),2021-11-22,2021-11-22,2021-12-16,Bogotá,Sudbirección Red Terciaria y Ferrea,0,0,179,0,72,0,0,72,0,Seleccionado,70,Si,CO1.AWD.1195570,715899191,No Definido,Bogotá,2021-12-17,2249988040,Mabel Tatiana Jaramillo Alegria,CONSORCIO URIBIA RURAL,No Definido,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2384180'},700676059,Adjudicado
MINISTERIO DE TRANSPORTE*,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5552581,CD-328-2023,700612096,CO1.BDOS.5435508,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA BRINDAR ASISTENCIA AL  MINISTERIO DE TRANSPORTE EN LAS ACTIVIDADES DE ASESORÍA; ACOMPAÑAMIENTO Y SEGUIMIENTO TÉCNICO A LOS SISTEMAS Y MODOS DE TRANSPORTE Y T,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA BRINDAR ASISTENCIA AL 
MINISTERIO DE TRANSPORTE EN LAS ACTIVIDADES DE ASESORÍA, ACOMPAÑAMIENTO Y SEGUIMIENTO TÉCNICO A LOS SISTEMAS Y MODOS DE TRANSPORTE Y TRÁNSITO A CARGO DE LA DIRECCIÓN DE TRANSPORTE Y TRÁNSITO, EN ESPECIAL LO RELACIONADO CON LA ADMINISTRACIÓN GERENCIAL DEL RUNT Y ORGANIZACIÓN PARA LA INVESTIGACIÓN Y DESARROLLO EN EL SECTOR TRÁNSITO Y TRANSPORTE A NIVEL NACIONAL",Presentación de oferta,2024-01-16,2024-01-16,2024-01-16,116666667,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),,,,Bogotá,Grupo Contratos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,723995429,Boyacá,Tunja,,0,No Adjudicado,ADRIAN CAMILO MOLINA RIVERA,1049632157,V1.81102200,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5445922'},700612096,Adjudicado
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4496074,CMA-DEO-SGI-011-2023 (Presentación de oferta),700676059,CO1.BDOS.4329898,ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS; DE LAS DIRECCIÓNES TERRITORIALES HUILA; META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5 (Presentación de oferta),"ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS, DE LAS DIRECCIÓNES TERRITORIALES HUILA, META Y CUNDINAMARCA LOTES DEL 1 AL 9 - GRUPO 5",Presentación de oferta,2023-05-09,2023-05-09,2023-05-09,3452062959,Concurso de méritos abierto,Ley 1150 de 2007,4,Mes(es),2023-05-26,2023-05-26,2023-05-26,Bogotá,Subdirección Gestión Integral de Carreteras Nacionales,0,0,241,0,105,1,0,104,9,Seleccionado,70,Si,CO1.AWD.1660050,721892362,No Definido,Ibagué,2023-07-13,485145193,Enrique Carlos Illidge,CONSORCIO RUTA HCM 11,901733288,V1.81102200,Cerrado,Consultoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4397483'},700676059,Adjudicado
INSTITUTO DE DESARROLLO URBANO,899999081,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.1496464,IDU-CMA-SGI-009-2020 (Presentación de oferta),701946188,CO1.BDOS.1261350,INTERVENTORIA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI (Presentación de oferta),INTERVENTORIA INTEGRAL PARA LA CONSTRUCCION PARA LA ADECUACION AL SISTEMA TRANSMILENIO DE LA TRONCAL AVENIDA CIUDAD DE CALI TRAMO 1 - ENTRE LA AVENIDA CIRCUNVALAR DEL SUR Y LA AVENIDA MANUEL CEPEDA VARGAS Y OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.,Presentación de oferta,2020-09-15,2020-09-15,2020-09-15,51675328137,Concurso de méritos abierto,Ley 1150 de 2007,93,Mes(es),2020-10-05,2020-11-13,2020-11-25,No Aplica,Subdirección General de Infraestructura,0,0,273,0,41,0,0,41,4,Seleccionado,70,Si,CO1.AWD.920406,700797178,Cundinamarca,No Definido,2020-12-21,15349572479,DTPS 18,MAB INGENIERIA DE VALOR S.A.,900139110,V1.81102200,Cerrado,Interventoría,No Definido,V181101500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1450650'},701946188,Adjudicado
